#sigma a posteriori sulla y0.551705
# x medio = 60.4364, Var(x) = 23.297
# y medio = 170.155, Var(y) = 65.1627
# Parametri retta:
# m = 2.79696 +/- 0.0071402
# q = 1.11651 +/- 0.462479
# cov(m, q) = -0.0030812
100	-0.712417
72.9	-0.714826
60.8	0.528379
51.4	0.419794
37.5	0.397525
49.6	0.45432
90.5	0.558694
30.6	-0.503457
25	-0.540486
81.8	0.192238
64.7	-0.0797619
